source,target,time
25,17,23218
25,8,23218
5,20,23218
25,27,23218
25,24,23218
25,21,23218
45,7,23227
27,5,23227
27,18,23227
45,4,23227
27,20,23227
8,22,23228
8,1,23228
8,12,23228
27,17,23232
27,2,23232
27,1,23232
27,12,23232
27,6,23232
61,26,23235
27,8,23235
27,14,23235
27,21,23235
27,9,23235
22,24,23237
22,11,23237
24,6,23239
22,1,23239
24,9,23239
22,18,23239
24,12,23239
18,14,23241
18,22,23241
24,19,23243
24,21,23243
18,6,23245
18,5,23245
18,7,23245
18,8,23245
18,21,23245
20,56,23248
20,17,23248
23,4,23249
23,8,23249
23,22,23249
23,25,23252
23,13,23252
12,13,23252
23,61,23252
12,8,23252
12,18,23252
12,5,23252
6,20,23253
6,24,23253
23,7,23254
23,6,23254
23,11,23254
23,2,23254
1,27,23256
1,22,23256
7,21,23276
7,20,23276
7,6,23276
13,21,23278
13,23,23278
13,19,23278
7,26,23278
7,14,23278
7,23,23278
13,26,23278
7,19,23278
13,22,23280
13,20,23281
13,7,23281
13,6,23281
13,17,23281
13,8,23281
4,56,23289
4,21,23289
4,20,23289
4,5,23289
2,17,23290
2,45,23290
2,26,23290
14,13,23301
14,26,23301
14,11,23301
14,18,23301
14,21,23301
14,12,23303
14,17,23303
14,4,23303
9,19,23305
9,21,23305
9,4,23305
9,56,23308
9,14,23308
11,26,23310
11,23,23310
11,14,23310
11,22,23310
9,2,23311
9,20,23311
9,45,23311
9,25,23311
11,17,23314
11,18,23314
11,19,23314
11,1,23314
11,9,23316
56,21,23317
56,45,23317
56,17,23317
56,4,23317
56,27,23317
19,18,23329
19,8,23329
19,1,23329
19,5,23329
19,11,23329
19,26,23329
19,20,23331
19,23,23331
19,21,23331
19,25,23331
19,7,23331
25,20,23332
16,7,23334
16,27,23334
26,25,23334
16,14,23334
5,7,23341
5,56,23341
5,24,23343
5,16,23343
27,20,23345
61,2,23345
61,8,23345
61,23,23345
27,26,23345
35,40,23347
27,13,23348
27,4,23348
27,16,23348
27,56,23348
45,19,23350
45,23,23350
45,25,23350
45,8,23350
8,24,23351
8,16,23351
8,18,23351
8,13,23351
45,13,23353
45,26,23353
45,17,23353
45,22,23353
45,9,23353
8,19,23354
8,45,23354
8,2,23354
8,11,23354
22,13,23358
22,4,23358
22,14,23358
22,26,23358
20,21,23360
20,11,23360
20,13,23360
20,7,23360
20,25,23360
20,2,23360
18,16,23361
6,26,23367
6,45,23367
6,4,23367
6,1,23367
23,14,23370
23,21,23370
6,27,23371
12,14,23375
12,22,23375
40,35,23378
12,11,23381
13,56,23397
13,4,23397
13,9,23397
13,24,23397
13,25,23398
13,2,23398
13,21,23398
7,18,23399
7,27,23399
7,4,23399
7,45,23399
2,25,23400
2,21,23400
2,23,23400
13,27,23400
13,26,23400
13,14,23400
4,18,23407
4,6,23407
4,24,23407
9,22,23423
9,17,23423
9,13,23423
9,8,23426
9,56,23426
9,7,23426
9,21,23426
14,45,23428
11,13,23428
14,27,23428
14,16,23428
9,2,23429
9,27,23429
9,19,23429
11,5,23430
11,26,23430
11,23,23430
11,25,23430
11,21,23432
11,27,23432
11,7,23432
11,6,23432
56,24,23436
56,5,23436
56,20,23436
56,19,23436
56,7,23436
56,14,23438
56,12,23438
56,23,23438
56,8,23442
26,12,23444
26,27,23444
26,6,23446
48,40,23449
19,14,23455
19,4,23455
19,9,23455
19,12,23455
25,7,23455
25,13,23455
19,13,23455
25,2,23455
35,55,23456
19,56,23458
19,8,23458
19,11,23458
25,24,23459
25,27,23459
25,19,23459
27,18,23463
27,24,23463
16,45,23463
16,11,23463
27,6,23463
16,23,23463
8,14,23464
8,22,23464
8,27,23464
8,4,23465
8,24,23465
8,16,23465
5,11,23467
5,27,23467
16,27,23467
22,8,23467
5,19,23467
16,9,23467
5,45,23467
22,5,23467
16,8,23467
24,5,23469
24,20,23469
24,7,23469
61,56,23469
5,23,23470
5,4,23470
20,24,23474
18,24,23475
45,4,23477
45,11,23477
45,20,23477
45,6,23480
45,5,23480
45,2,23480
6,5,23492
23,24,23493
23,61,23493
23,13,23493
23,4,23493
23,2,23497
23,25,23497
23,6,23497
40,46,23502
12,26,23505
12,45,23505
12,18,23505
12,25,23507
12,56,23507
13,16,23510
13,24,23510
13,45,23510
13,23,23510
13,56,23513
13,22,23513
13,11,23513
13,4,23513
4,12,23522
4,27,23522
4,19,23522
4,13,23522
2,18,23524
4,14,23525
4,26,23525
4,7,23525
4,22,23525
4,9,23525
4,8,23528
4,11,23528
4,27,23532
4,45,23532
9,11,23539
9,45,23539
14,24,23540
14,22,23540
11,19,23542
9,6,23542
9,18,23542
9,24,23542
9,56,23542
11,2,23542
9,7,23542
11,20,23542
9,8,23542
9,20,23542
14,9,23543
14,11,23543
14,56,23543
14,7,23543
14,8,23543
11,22,23544
11,61,23544
11,8,23544
14,27,23546
14,23,23546
14,21,23546
56,13,23558
56,19,23558
56,20,23558
56,5,23558
26,2,23560
56,4,23560
56,16,23560
56,21,23560
56,12,23560
26,4,23560
56,22,23560
26,5,23560
26,8,23562
26,24,23562
26,20,23562
26,13,23562
26,9,23562
26,61,23562
19,5,23567
27,19,23575
27,14,23575
27,25,23575
27,1,23575
16,4,23576
16,24,23576
16,26,23576
5,13,23579
5,26,23579
5,9,23579
5,22,23579
24,45,23581
24,4,23581
24,8,23581
25,23,23583
61,4,23583
25,6,23583
25,4,23583
8,19,23584
8,21,23584
22,11,23584
22,6,23584
8,12,23584
22,18,23584
22,9,23584
8,6,23584
22,14,23586
22,2,23586
20,45,23586
20,9,23586
22,27,23586
20,26,23586
20,8,23586
20,4,23586
22,23,23586
22,26,23586
25,7,23588
25,56,23588
45,24,23589
45,13,23589
45,27,23589
61,12,23590
61,11,23590
18,23,23598
18,4,23598
18,19,23598
18,12,23598
6,45,23603
18,21,23603
6,24,23603
23,5,23607
23,56,23607
23,16,23611
23,9,23611
23,4,23611
23,61,23611
23,8,23611
23,22,23611
12,13,23616
12,2,23616
12,9,23616
12,7,23616
1,5,23626
7,12,23627
7,11,23627
7,8,23627
13,5,23632
7,22,23632
13,20,23632
13,8,23632
13,27,23632
13,21,23632
2,16,23638
2,26,23645
2,7,23645
2,12,23645
4,24,23650
4,7,23650
4,18,23650
4,20,23650
14,61,23656
14,26,23656
9,12,23657
9,4,23657
9,16,23657
11,16,23659
11,13,23659
11,14,23659
11,4,23659
11,25,23659
55,35,23660
14,56,23660
14,24,23660
14,6,23660
14,7,23660
14,5,23660
14,19,23660
56,23,23674
56,14,23674
56,45,23674
56,18,23674
56,11,23674
56,27,23674
26,16,23683
26,56,23683
19,2,23687
19,20,23687
19,27,23687
27,5,23690
27,45,23690
27,21,23690
24,9,23691
24,25,23691
8,56,23693
27,26,23693
8,20,23693
8,9,23693
8,7,23693
27,23,23693
8,5,23693
27,24,23693
16,12,23696
16,21,23696
16,14,23696
20,16,23696
25,55,23697
5,14,23699
5,21,23699
22,21,23701
22,45,23701
22,16,23701
22,4,23701
48,25,23705
22,6,23705
21,56,23707
21,19,23707
21,20,23707
21,7,23707
21,8,23707
21,9,23707
45,16,23709
45,21,23709
61,13,23711
61,9,23711
6,11,23720
6,20,23720
6,19,23720
6,8,23720
6,16,23722
6,22,23722
6,26,23722
6,12,23722
18,11,23727
18,5,23727
18,9,23727
18,45,23727
18,6,23727
23,21,23730
23,12,23730
23,14,23730
40,48,23732
18,13,23733
18,8,23733
18,24,23733
18,26,23733
18,27,23733
12,24,23736
12,23,23736
1,8,23740
13,16,23741
13,2,23741
13,19,23741
7,16,23748
7,56,23748
7,9,23748
7,23,23748
4,13,23764
4,16,23764
4,9,23764
2,14,23766
9,45,23769
9,22,23769
11,5,23771
11,23,23771
11,6,23771
11,12,23771
11,7,23771
14,40,23775
14,13,23775
14,8,23775
26,7,23794
26,22,23794
56,26,23794
26,40,23794
26,18,23794
19,35,23797
27,9,23803
27,20,23803
27,6,23803
27,13,23803
16,8,23806
16,13,23806
16,40,23806
35,55,23808
5,12,23809
8,22,23810
8,14,23810
24,18,23815
24,7,23815
25,48,23817
45,20,23819
45,18,23819
45,22,23819
45,26,23819
20,13,23820
20,22,23820
21,26,23822
61,19,23822
61,5,23822
61,27,23822
61,7,23822
21,24,23822
21,11,23822
22,26,23828
22,24,23828
22,14,23828
6,24,23838
6,13,23838
6,18,23838
6,27,23838
23,13,23839
18,35,23842
40,20,23855
40,24,23855
40,19,23855
40,26,23855
40,56,23855
40,8,23855
40,45,23858
13,6,23858
40,14,23858
13,40,23858
40,27,23858
13,14,23858
40,12,23858
40,21,23858
40,9,23859
40,13,23859
40,4,23859
40,16,23859
13,9,23860
13,56,23860
13,8,23860
13,7,23860
13,4,23860
40,19,23862
40,23,23862
40,20,23862
7,40,23862
7,13,23862
4,56,23875
4,27,23875
4,40,23875
4,2,23875
2,56,23877
2,8,23877
4,12,23879
4,26,23879
4,35,23879
4,14,23879
9,14,23884
9,26,23884
9,23,23884
9,27,23884
11,56,23886
11,26,23886
11,27,23886
11,19,23886
11,16,23887
14,2,23887
9,16,23887
11,61,23887
14,25,23887
11,13,23887
11,9,23887
11,21,23887
14,9,23887
55,11,23910
56,35,23911
56,19,23911
56,7,23911
26,8,23911
56,9,23911
19,9,23912
19,6,23912
19,4,23912
26,24,23913
26,14,23913
26,25,23913
19,14,23914
19,22,23914
19,16,23914
19,12,23914
19,27,23914
19,25,23917
19,35,23917
56,40,23918
56,2,23918
56,20,23918
16,24,23921
27,7,23922
27,8,23922
27,16,23922
16,45,23924
16,26,23924
27,45,23924
27,22,23924
27,56,23924
27,21,23924
16,20,23924
16,2,23924
27,35,23924
16,56,23924
16,5,23926
27,14,23926
27,23,23926
27,19,23926
16,40,23926
16,23,23926
27,26,23926
24,23,23929
24,14,23929
24,13,23931
5,8,23931
24,6,23931
24,21,23931
5,1,23931
24,4,23931
35,23,23933
35,19,23933
35,61,23933
35,21,23933
35,45,23933
21,2,23933
35,2,23933
35,11,23933
8,26,23934
45,6,23934
45,7,23934
20,24,23934
45,40,23934
8,40,23934
8,13,23934
8,45,23934
45,14,23936
45,21,23936
45,9,23938
45,22,23938
20,21,23938
20,23,23938
20,27,23938
45,13,23938
45,20,23938
61,35,23939
61,23,23939
61,2,23939
22,40,23945
22,8,23945
22,56,23945
22,11,23945
22,19,23945
22,23,23945
22,21,23949
22,45,23949
6,19,23952
22,4,23954
22,12,23954
23,6,23956
23,40,23956
23,5,23956
23,7,23958
23,19,23958
23,27,23958
23,35,23958
23,26,23958
12,35,23961
12,21,23961
12,4,23961
18,14,23962
18,4,23962
18,20,23962
18,22,23962
12,19,23963
12,16,23966
12,26,23966
12,27,23966
12,9,23966
40,45,23971
40,22,23971
40,21,23971
40,27,23971
13,19,23975
13,45,23975
13,26,23982
7,26,23985
7,14,23985
7,25,23985
7,45,23985
7,4,23989
7,27,23989
7,16,23991
7,19,23991
7,56,23991
2,4,23994
2,9,23994
2,21,23994
2,22,23994
2,27,23997
11,55,23997
11,25,23997
11,48,23997
9,24,23997
9,8,23997
9,5,23997
2,20,23997
9,2,23997
2,7,23997
9,21,23997
2,35,23997
9,19,23997
7,21,23998
7,12,23998
7,25,23998
4,20,24001
4,21,24001
4,22,24001
4,45,24001
4,13,24001
14,56,24002
14,12,24002
14,20,24002
14,22,24004
14,16,24004
14,35,24004
14,45,24004
14,4,24004
14,61,24004
26,18,24029
19,18,24029
19,26,24029
19,6,24029
19,7,24029
26,6,24029
19,16,24032
19,22,24032
19,14,24032
19,61,24032
19,4,24032
56,16,24034
56,7,24034
56,13,24034
56,18,24034
19,9,24035
19,23,24035
16,18,24038
16,4,24038
16,21,24038
16,14,24038
16,22,24038
16,12,24040
16,9,24042
25,22,24042
27,61,24042
27,9,24042
25,16,24042
25,21,24042
16,56,24042
25,35,24042
16,26,24042
16,20,24042
16,19,24042
25,45,24042
48,5,24042
25,8,24043
25,2,24044
25,6,24044
25,24,24044
25,23,24044
35,56,24045
35,16,24045
35,14,24045
27,35,24046
27,12,24046
8,1,24049
35,12,24049
35,26,24049
21,16,24050
45,56,24050
21,27,24050
21,20,24050
45,40,24050
45,16,24050
35,23,24052
35,7,24052
24,9,24052
24,56,24052
35,20,24052
35,9,24052
45,14,24053
45,21,24053
45,26,24053
45,4,24053
45,27,24053
45,12,24053
8,25,24056
45,18,24056
45,7,24056
5,25,24056
20,26,24059
20,14,24059
20,22,24059
61,19,24062
61,21,24062
61,56,24062
22,16,24064
22,20,24066
22,9,24066
22,8,24066
22,6,24066
22,2,24066
18,16,24072
23,21,24073
23,4,24073
23,2,24073
6,14,24075
6,22,24075
6,7,24075
6,21,24075
6,56,24075
6,12,24077
6,20,24077
12,2,24078
12,45,24078
12,7,24078
23,40,24080
23,9,24080
12,14,24081
12,35,24081
12,21,24081
12,4,24084
40,35,24091
13,21,24105
13,40,24105
13,20,24105
13,35,24105
13,23,24105
13,14,24105
7,35,24107
7,9,24107
1,8,24109
4,19,24112
4,7,24112
4,23,24112
2,6,24113
14,21,24114
14,27,24114
9,14,24116
4,12,24116
9,35,24116
9,27,24116
9,25,24119
9,13,24119
9,22,24119
4,13,24119
4,18,24119
9,18,24119
4,56,24119
9,45,24123
9,12,24123
9,56,24123
26,55,24143
19,12,24145
19,13,24145
19,21,24145
19,35,24145
19,27,24147
19,20,24147
19,56,24147
19,7,24147
48,8,24151
55,48,24151
55,5,24151
55,8,24151
16,22,24152
16,14,24152
16,27,24152
16,35,24155
16,18,24155
25,9,24156
25,5,24156
25,22,24156
25,1,24156
56,23,24157
56,4,24160
56,45,24160
27,45,24160
56,21,24160
27,23,24160
35,61,24162
35,56,24162
35,4,24162
35,16,24162
24,48,24163
35,14,24164
35,26,24164
35,19,24164
45,2,24166
45,23,24166
45,35,24166
5,26,24168
45,56,24169
45,9,24169
20,9,24170
20,56,24170
21,22,24171
21,45,24171
21,12,24171
21,61,24171
21,23,24171
21,35,24173
21,4,24173
5,123,24175
61,27,24176
8,26,24179
8,55,24179
22,26,24185
18,13,24187
22,35,24189
22,18,24189
12,23,24194
12,40,24199
12,13,24199
40,16,24201
40,19,24201
6,16,24201
6,23,24201
6,2,24201
6,45,24201
40,23,24201
23,12,24203
23,19,24203
6,14,24207
6,18,24207
13,27,24222
13,56,24225
13,18,24225
13,4,24225
13,9,24225
7,56,24227
7,20,24227
7,23,24227
7,13,24227
2,12,24227
13,22,24228
13,23,24228
13,14,24228
14,8,24233
14,9,24233
14,12,24236
14,26,24236
14,23,24236
14,22,24238
14,21,24238
14,2,24238
9,19,24239
9,26,24239
4,35,24240
4,61,24240
4,16,24240
4,9,24240
9,16,24242
9,4,24242
9,20,24242
9,40,24242
9,7,24242
19,23,24262
19,8,24262
19,18,24262
26,16,24266
26,20,24266
26,23,24266
55,6,24268
55,35,24268
55,20,24268
55,45,24268
55,2,24268
26,2,24269
26,35,24269
26,45,24269
26,22,24269
55,40,24270
55,18,24270
56,14,24270
56,55,24270
56,26,24270
55,23,24270
16,21,24270
16,19,24270
55,9,24270
16,13,24270
55,21,24270
16,9,24270
16,123,24270
26,21,24271
56,16,24272
56,20,24272
26,4,24272
56,7,24272
26,13,24272
56,19,24272
26,18,24272
26,27,24272
26,12,24272
26,123,24272
55,56,24273
55,16,24273
55,19,24273
35,23,24279
21,7,24284
21,40,24284
45,6,24284
45,4,24284
21,14,24284
21,9,24284
20,13,24287
25,11,24289
20,18,24293
20,6,24293
20,27,24293
61,14,24299
22,27,24304
22,23,24304
22,16,24304
22,40,24304
61,23,24305
12,20,24314
12,16,24314
12,19,24314
6,55,24316
6,19,24316
40,56,24316
6,7,24316
40,22,24316
40,35,24319
18,45,24319
18,6,24319
18,8,24319
40,2,24319
40,20,24319
23,35,24320
23,22,24320
23,6,24320
23,20,24320
23,7,24322
23,27,24322
23,2,24324
23,123,24324
23,56,24324
13,55,24338
13,6,24338
13,19,24342
13,40,24342
13,16,24342
13,56,24342
4,23,24349
4,40,24349
4,55,24349
4,19,24349
4,6,24349
2,23,24350
2,55,24350
2,19,24350
2,26,24350
2,56,24351
2,9,24352
2,61,24352
2,21,24352
2,14,24352
2,40,24352
14,4,24354
14,55,24354
2,6,24354
14,9,24356
9,23,24356
14,6,24356
14,23,24356
14,7,24356
9,27,24356
9,22,24356
9,2,24356
9,12,24356
19,13,24374
19,22,24374
19,9,24374
26,40,24381
26,55,24381
26,19,24381
26,16,24381
26,9,24381
16,14,24382
16,22,24382
16,12,24382
55,35,24389
55,26,24389
55,7,24389
55,4,24390
55,40,24390
55,14,24390
56,2,24391
35,27,24391
35,22,24391
35,45,24391
55,56,24393
55,9,24393
48,5,24393
45,14,24396
45,26,24396
45,27,24396
45,23,24396
45,13,24396
21,13,24400
21,55,24400
21,18,24400
21,20,24400
48,8,24400
24,11,24403
25,24,24406
20,16,24409
20,9,24409
20,19,24409
20,55,24409
20,8,24409
5,48,24411
5,1,24411
15,203,24417
22,8,24421
22,21,24421
61,12,24429
61,2,24429
61,55,24429
18,55,24431
18,26,24431
18,13,24431
23,19,24434
23,55,24434
23,26,24434
6,40,24436
6,20,24436
6,2,24436
23,21,24438
23,14,24438
23,40,24438
23,22,24438
23,16,24438
23,13,24438
40,26,24444
40,55,24444
40,13,24444
7,35,24452
7,55,24452
7,2,24452
7,4,24452
7,14,24452
4,2,24458
4,13,24458
13,21,24461
13,7,24461
13,20,24461
4,14,24462
4,9,24462
2,4,24463
2,26,24463
13,26,24463
2,7,24463
2,20,24463
13,4,24463
14,21,24470
9,6,24476
19,20,24489
19,55,24489
19,26,24489
19,4,24489
19,40,24494
19,21,24494
19,14,24494
19,16,24494
19,2,24494
16,2,24497
16,40,24497
16,56,24500
16,26,24500
16,35,24500
56,35,24500
16,23,24500
56,55,24500
16,55,24500
16,19,24500
56,22,24500
56,14,24500
56,21,24500
26,20,24501
26,6,24501
26,61,24501
55,20,24503
55,19,24503
35,16,24506
35,4,24506
35,2,24506
35,13,24506
55,2,24506
55,22,24506
55,61,24506
35,55,24510
35,9,24510
45,35,24511
45,21,24511
45,9,24513
45,55,24513
20,26,24523
20,22,24523
20,14,24523
21,26,24524
21,22,24524
21,45,24524
48,25,24525
22,19,24530
22,18,24530
22,13,24530
22,55,24530
8,1,24541
61,26,24543
6,21,24546
6,16,24546
6,23,24546
6,13,24546
6,35,24546
40,7,24556
40,23,24558
40,9,24561
40,18,24561
18,19,24561
18,6,24561
40,6,24561
18,23,24561
23,18,24562
13,23,24578
13,55,24578
13,2,24578
7,26,24579
7,6,24579
7,19,24579
7,23,24579
2,56,24583
2,16,24583
4,7,24585
14,16,24590
14,13,24590
9,16,24593
9,13,24593
9,18,24593
9,26,24596
9,19,24596
9,14,24596
9,22,24596
9,45,24596
9,55,24596
9,23,24597
19,56,24604
19,13,24604
16,14,24610
16,22,24610
26,5,24611
26,8,24611
56,23,24617
56,6,24617
35,7,24620
35,14,24620
55,9,24625
55,13,24625
47,203,24628
22,9,24643
22,56,24643
20,18,24646
20,40,24646
20,21,24646
21,35,24646
21,14,24646
21,16,24646
27,25,24648
20,23,24649
76,45,24655
6,4,24661
6,18,24661
61,4,24663
6,19,24665
6,9,24665
8,21,24668
40,16,24671
18,40,24671
40,20,24671
40,4,24671
40,55,24674
40,14,24674
40,35,24674
40,23,24674
23,19,24677
18,56,24678
18,35,24678
7,22,24691
7,16,24691
7,9,24691
2,19,24693
13,7,24695
13,56,24695
7,35,24695
7,40,24699
7,56,24699
14,40,24707
14,56,24707
14,7,24707
14,19,24707
4,19,24710
4,22,24710
14,4,24710
4,40,24713
9,13,24713
9,56,24713
9,18,24713
4,14,24713
14,18,24714
14,2,24714
14,35,24714
19,6,24723
19,18,24723
19,16,24725
19,4,24725
19,14,24725
19,22,24725
19,56,24727
19,35,24727
19,2,24727
16,9,24729
16,13,24729
26,25,24733
16,7,24734
55,56,24734
55,18,24734
16,4,24734
55,40,24734
35,22,24739
35,40,24739
16,61,24739
35,56,24739
56,7,24741
56,2,24741
56,40,24741
56,9,24741
35,19,24743
35,2,24743
35,6,24746
25,76,24748
22,14,24759
22,7,24759
22,35,24759
5,1,24767
61,23,24773
61,55,24773
76,25,24774
76,24,24774
12,26,24777
12,76,24777
27,24,24778
27,76,24778
12,24,24784
12,25,24784
40,22,24789
6,2,24790
18,22,24793
23,6,24794
8,13,24794
23,55,24794
13,35,24804
13,9,24804
13,40,24804
2,6,24808
2,61,24808
2,14,24808
7,2,24809
7,61,24809
7,14,24809
7,18,24814
7,19,24814
14,13,24830
14,6,24830
14,40,24830
14,9,24830
4,27,24835
9,7,24836
9,40,24839
19,55,24843
19,7,24847
55,23,24851
55,19,24851
55,7,24851
16,35,24855
26,24,24858
56,14,24859
56,6,24859
56,22,24859
25,24,24865
25,26,24865
25,12,24865
35,18,24866
35,56,24866
35,61,24866
35,7,24866
35,16,24866
22,23,24876
22,4,24876
22,6,24876
76,26,24887
24,25,24887
24,76,24887
27,5,24888
61,2,24888
27,8,24888
61,9,24888
20,21,24889
61,7,24895
61,56,24895
61,19,24895
61,16,24898
61,40,24898
61,22,24898
40,2,24901
6,56,24902
48,5,24903
23,7,24903
6,9,24906
8,27,24909
13,16,24917
13,19,24917
2,4,24937
2,16,24937
2,9,24937
10,21,24945
9,4,24949
9,6,24952
9,61,24952
9,55,24952
14,16,24953
14,61,24953
14,4,24953
14,55,24957
4,23,24959
4,56,24959
4,2,24959
19,2,24961
19,27,24961
16,56,24973
16,55,24973
16,23,24973
16,19,24973
16,6,24973
55,4,24975
35,13,24980
35,14,24980
56,13,24982
56,16,24982
22,13,24993
22,40,24993
5,48,24996
24,26,25007
21,10,25014
27,55,25015
27,2,25015
27,56,25015
27,22,25015
27,14,25015
23,13,25016
23,2,25016
40,27,25016
23,35,25016
40,18,25016
61,23,25017
40,23,25019
40,16,25019
40,9,25019
40,6,25019
18,13,25020
76,24,25020
18,55,25020
18,2,25023
18,4,25023
7,23,25041
7,55,25041
7,22,25041
7,27,25041
2,56,25049
2,7,25049
2,55,25049
2,13,25049
2,23,25049
2,19,25054
2,35,25054
14,7,25067
14,2,25070
14,22,25070
9,8,25071
9,23,25071
9,19,25071
19,13,25081
19,18,25081
4,16,25084
4,18,25089
4,19,25089
55,16,25090
55,13,25090
55,7,25093
16,61,25093
56,18,25099
56,7,25099
35,2,25100
56,4,25101
56,22,25101
56,61,25101
26,25,25103
56,9,25104
22,8,25117
22,18,25117
22,9,25117
25,29,25118
40,13,25129
40,4,25129
23,18,25132
23,16,25132
18,56,25133
18,23,25133
61,19,25143
61,22,25143
12,5,25148
13,23,25150
13,40,25150
13,4,25150
7,4,25156
7,35,25156
7,16,25162
7,2,25162
7,18,25162
7,9,25162
9,2,25180
2,14,25180
9,27,25180
2,16,25180
1,5,25184
1,8,25184
14,13,25189
14,40,25189
14,9,25189
19,14,25198
19,9,25198
19,35,25198
4,56,25202
19,40,25204
19,22,25204
19,4,25204
19,56,25204
4,13,25206
4,9,25208
4,40,25208
19,16,25209
16,22,25210
4,35,25213
56,40,25214
16,19,25214
16,55,25214
16,23,25214
56,2,25214
16,14,25216
55,14,25216
16,56,25216
55,61,25216
55,22,25216
55,18,25216
16,4,25216
16,2,25216
35,23,25217
4,56,25217
4,14,25217
4,9,25217
56,14,25218
56,35,25218
56,16,25218
56,55,25218
35,16,25220
35,9,25220
22,2,25233
22,19,25237
22,40,25237
27,29,25243
27,12,25243
27,8,25243
5,1,25246
23,56,25249
23,9,25249
23,40,25249
40,56,25252
61,9,25253
61,56,25253
61,2,25253
61,13,25256
61,40,25256
61,4,25256
61,14,25256
40,22,25257
40,13,25257
40,7,25257
40,61,25257
18,2,25259
13,55,25267
12,27,25268
7,56,25272
7,14,25272
2,4,25290
2,35,25292
9,4,25297
9,61,25297
14,19,25298
14,35,25298
19,13,25325
16,9,25332
16,35,25332
16,22,25332
55,19,25336
55,2,25336
56,13,25337
55,4,25339
55,35,25339
56,23,25341
56,9,25341
4,7,25345
35,40,25348
35,7,25348
35,56,25348
35,61,25348
35,19,25348
8,12,25364
40,19,25373
40,2,25377
40,23,25377
13,22,25391
7,4,25391
7,22,25391
13,16,25391
13,14,25391
7,35,25394
7,19,25394
7,9,25394
2,23,25407
2,9,25407
14,56,25415
9,40,25421
9,16,25421
19,56,25448
19,23,25448
19,40,25448
55,9,25449
55,56,25452
19,55,25454
19,2,25454
19,35,25454
16,7,25455
56,19,25456
16,4,25460
16,55,25460
16,2,25460
35,22,25464
4,40,25464
4,16,25464
35,14,25464
25,26,25475
22,16,25478
22,55,25478
22,14,25478
8,5,25481
76,24,25485
23,2,25490
23,14,25490
23,35,25490
40,55,25491
40,35,25491
31,206,25503
13,2,25507
7,2,25515
7,22,25515
2,19,25519
2,16,25519
2,22,25519
2,13,25519
2,14,25519
2,4,25519
9,35,25536
9,7,25538
9,13,25538
9,22,25538
14,23,25539
14,16,25539
1,28,25545
1,8,25552
19,16,25564
19,7,25564
16,19,25570
55,22,25571
55,14,25571
55,16,25571
55,40,25571
16,9,25573
16,40,25573
16,14,25573
56,4,25573
55,23,25576
4,22,25577
4,56,25583
35,2,25587
35,40,25594
35,7,25594
35,55,25594
22,23,25598
22,35,25598
8,1,25598
23,9,25606
23,56,25606
23,22,25611
40,22,25611
23,16,25611
13,56,25632
7,16,25633
2,40,25634
2,9,25637
31,26,25637
14,55,25654
14,4,25654
14,9,25660
14,22,25660
9,14,25661
9,23,25661
56,2,25682
55,7,25691
55,56,25691
55,13,25691
16,13,25692
16,35,25692
35,22,25708
22,4,25717
22,40,25721
22,7,25726
22,23,25726
40,56,25728
40,16,25728
40,7,25728
23,14,25729
23,19,25729
40,13,25735
40,14,25735
21,43,25742
2,7,25747
7,4,25753
7,9,25753
13,2,25755
9,2,25783
9,4,25783
14,35,25783
9,16,25788
56,35,25795
16,22,25801
10,43,25803
19,22,25810
19,13,25810
19,35,25810
19,9,25810
43,10,25816
43,21,25816
48,4,25828
22,19,25838
22,35,25838
22,2,25844
22,7,25850
23,13,25852
40,23,25863
40,19,25863
2,55,25866
2,23,25866
2,35,25866
7,2,25870
7,35,25870
2,56,25875
13,40,25875
13,19,25875
2,19,25875
2,22,25875
13,16,25875
7,19,25877
7,14,25877
7,23,25883
7,55,25883
9,56,25898
14,13,25900
14,7,25904
14,22,25904
42,78,25908
56,13,25911
56,14,25911
56,7,25911
55,19,25917
55,16,25917
16,9,25918
19,14,25919
26,25,25932
35,14,25936
35,19,25936
8,1,25963
23,2,25972
22,40,25978
5,1,25978
22,13,25978
40,56,25979
40,7,25979
22,56,25983
22,55,25987
22,23,25987
2,7,25991
2,23,25991
13,55,25994
13,23,25994
13,14,25994
2,14,25995
7,40,25999
7,2,25999
7,22,25999
13,7,25999
7,56,25999
14,2,26019
14,35,26021
14,16,26021
9,2,26022
56,22,26028
9,14,26029
9,23,26029
9,7,26029
55,2,26030
19,55,26036
19,2,26036
16,56,26042
16,7,26042
16,35,26042
35,16,26055
35,13,26055
35,9,26055
